Publication,Date,Returns,Price,Open,High,Low,Vol.,Change %,econTsentiment,econBsentiment,econSusentiment,econEntsentiment,econVerbtsentiment,econAdjtsentiment,econAdverbtsentiment,econStoptsentiment,econBigtsentiment,econUnigtsentiment,econTrigtsentiment,SimAverageSent
The Economist,10/20/2016,0.0005,792.52,793.55,795.41,790.62,745.78,0.05%,2,1,1,5,1,1,2,5,2,1,4,2.136363636
The Economist,10/19/2016,0.0111,792.1,786.76,792.78,785.44,746.07,1.11%,1,1,1,4,3,3,4,1,1,2,1,2.136363636
The Economist,10/18/2016,0.0116,783.4,777.96,784.62,777.96,867.48,1.16%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/17/2016,-0.0015,774.38,774.18,776.76,769.91,697.14,-0.15%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/14/2016,0.0097,775.54,770.91,776.77,767.57,738.52,0.97%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/13/2016,-0.0084,768.1,774.7,776.02,766.13,867.79,-0.84%,1,1,1,1,1,1,5,5,2,2,2,2
The Economist,10/12/2016,-0.0024,774.61,779.04,781,771.46,828.68,-0.24%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/11/2016,-0.0025,776.44,777.74,778.9,772.8,845.21,-0.25%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/10/2016,-0.0018,778.35,782.97,785.06,776.83,808.06,-0.18%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/7/2016,0.001,779.76,781.02,785,776.76,603.58,0.10%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/6/2016,0.0005,778.95,781.91,786.06,778.42,765.01,0.05%,2,2,2,1,1,5,5,5,2,1,3,2.318181818
The Economist,10/5/2016,0.0103,778.54,767.13,779.71,764.85,924.6,1.03%,1,1,1,4,3,3,4,1,1,2,1,2.318181818
The Economist,10/4/2016,-0.0022,770.58,773.27,775.42,768.99,856.08,-0.22%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/3/2016,0.0096,772.25,769.24,774.45,769.24,575.35,0.96%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/30/2016,-0.0076,764.88,766.83,767.71,761.71,543.87,-0.76%,1,1,1,1,1,2,2,5,1,1,1,1.772727273
The Economist,9/29/2016,-0.0077,770.77,778.08,778.57,767.93,745.85,-0.77%,1,2,2,5,1,5,1,5,2,3,2,2.090909091
The Economist,9/28/2016,0.0067,776.78,772.74,778.46,772.16,682.43,0.67%,1,1,1,4,3,3,4,1,1,2,1,2.318181818
The Economist,9/27/2016,0.0057,771.61,769.72,774.84,766.52,655.95,0.57%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/26/2016,-0.038,767.26,762.44,769.52,761.48,883.21,-3.80%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/23/2016,-0.0005,797.56,797.91,800.87,795.15,670.75,-0.05%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/22/2016,0.0241,797.96,788.56,798.98,787.81,899.69,2.41%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/21/2016,0.0078,779.16,774.53,781.36,771.57,687.86,0.78%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/20/2016,-0.0046,773.13,776.55,777.14,770.14,669.71,-0.46%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/19/2016,0.0217,776.71,765.12,777.45,765.12,608.62,2.17%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/16/2016,-0.0134,760.2,771.42,772.55,760.1,573.93,-1.34%,1,1,1,1,1,1,4,5,1,1,1,1.818181818
The Economist,9/9/2016,-0.0101,770.54,776.64,777.54,770.21,654.52,-1.01%,1,1,1,4,3,3,4,1,1,2,1,1.818181818
The Economist,9/8/2016,0.0026,778.43,778.67,781.95,774.48,503.88,0.26%,1,2,2,1,1,5,5,5,3,1,1,2.227272727
The Economist,9/7/2016,-0.0045,776.43,782.11,782.94,774.77,466.03,-0.45%,1,1,1,4,3,3,4,1,1,2,1,2.227272727
The Economist,9/6/2016,0.0026,779.95,779.91,781.95,777.03,522.5,0.26%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/5/2016,0.0118,777.92,773.33,778.45,772.8,500.83,1.18%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/2/2016,0.0136,768.84,760.5,769.75,759.73,525.97,1.36%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/1/2016,-0.0015,758.53,762,763.68,757.31,478.29,-0.15%,5,1,1,1,1,1,2,5,2,3,2,2.090909091
The Economist,8/31/2016,-0.002,759.68,761.26,765.18,758.72,551.27,-0.20%,1,1,1,4,3,3,4,1,1,2,1,2.090909091
The Economist,8/29/2016,-0.013,761.19,767.47,769.5,760.76,399.86,-1.30%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/26/2016,0.0043,771.2,767.31,772.85,762.2,604.82,0.43%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/25/2016,0.0089,767.9,764.64,770.09,764.43,718.29,0.89%,5,1,1,1,1,5,1,5,2,3,1,2.181818182
The Economist,8/24/2016,-0.0157,761.16,762.91,762.91,751.14,714,-1.57%,1,1,1,4,3,3,4,1,1,2,1,2.181818182
The Economist,8/23/2016,-0.0079,773.34,782.22,782.93,773.34,593.95,-0.79%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/22/2016,-0.0025,779.53,777.16,781.02,774.37,452.22,-0.25%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/19/2016,0.0022,781.46,780.04,782.14,772.74,428.47,0.22%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/18/2016,-0.0023,779.71,787.07,788.81,776.62,511.87,-0.23%,5,1,1,1,1,5,5,5,2,2,1,2.318181818
The Economist,8/17/2016,0.0057,781.48,777.99,785.99,776.02,521.78,0.57%,1,1,1,4,3,3,4,1,1,2,1,2.318181818
The Economist,8/16/2016,-0.0098,777.07,787.88,789.12,776.38,623.51,-0.98%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/15/2016,0.0031,784.73,787.19,790.41,782.45,477.34,0.31%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/12/2016,-0.0102,782.29,793.01,793.67,780.31,626.96,-1.02%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/11/2016,0.0138,790.34,780.8,790.67,777.63,631.23,1.38%,1,1,1,1,1,1,1,5,1,1,1,1.681818182
The Economist,8/10/2016,-0.0072,779.56,786.75,787.33,775.32,725.67,-0.72%,1,1,1,4,3,3,4,1,1,2,1,1.681818182
The Economist,8/9/2016,0.0096,785.25,779.08,788.25,777.11,1.02,0.96%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/8/2016,0.0225,777.79,774.14,779.34,769.81,689.63,2.25%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/5/2016,-0.0008,760.66,763.42,767.45,751.12,638.7,-0.08%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/4/2016,0.0211,761.26,747.65,761.26,742.55,704.37,2.11%,5,1,1,1,1,5,1,5,4,2,2,2.272727273
The Economist,8/3/2016,-0.0165,745.52,756.9,758.19,741.42,623.56,-1.65%,1,1,1,4,3,3,4,1,1,2,1,2.272727273
The Economist,8/2/2016,-0.0118,758.04,767,768.38,757.88,709.15,-1.18%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/1/2016,0.0173,767.12,762.28,768.43,762.23,618.76,1.73%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/29/2016,0.0022,754.06,753.07,756.15,744.74,590.36,0.22%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/28/2016,0.0022,752.44,754.82,759.24,748.84,680.85,0.22%,5,2,2,5,1,5,2,5,2,1,2,2.454545455
The Economist,7/27/2016,0.0188,750.76,739.71,750.76,737.58,730.24,1.88%,1,1,1,4,3,3,4,1,1,2,1,2.454545455
The Economist,7/26/2016,-0.0065,736.89,747.75,748.32,732.09,681.6,-0.65%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/25/2016,0.034,741.74,724.23,743.62,723.95,687.74,3.40%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/22/2016,0.002,717.38,727.28,728.02,704.26,844.69,0.20%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/21/2016,-0.0442,715.95,741.97,741.97,715.38,958.13,-4.42%,5,2,2,5,1,5,5,5,2,2,2,2.636363636
The Economist,7/20/2016,-0.0167,749.03,765.01,767.84,745.97,848.65,-1.67%,1,1,1,4,3,3,4,1,1,2,1,2.636363636
The Economist,7/19/2016,-0.0101,761.78,762.2,783.38,758.5,1.13,-1.01%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/18/2016,-0.0708,769.58,807.56,811.1,754.28,1.29,-7.08%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/15/2016,0.0028,828.25,823.86,828.25,822.34,532.45,0.28%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/14/2016,0.0156,825.9,817.7,826.99,815.91,644.56,1.56%,1,1,1,1,1,1,2,5,2,3,2,1.909090909
The Economist,7/13/2016,0.0022,813.22,812.17,816.39,809.17,721.96,0.22%,1,1,1,4,3,3,4,1,1,2,1,1.909090909
The Economist,7/12/2016,0.0241,811.42,793.66,811.42,792.5,853.25,2.41%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/11/2016,0.0156,792.35,786.26,792.91,786.26,543.5,1.56%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/8/2016,-0.0047,780.19,781.85,783.47,776.5,468.43,-0.47%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/4/2016,0.0056,783.88,781.2,783.88,780,166.93,0.56%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/1/2016,0.0148,779.52,771.78,779.52,771.78,427.27,1.48%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/30/2016,0.0014,768.17,769.17,773.69,764.99,576.7,0.14%,1,1,1,1,1,1,2,5,3,3,2,1.954545455
The Economist,6/29/2016,-0.0028,767.12,767.44,773.86,763.55,735.6,-0.28%,1,1,1,4,3,3,4,1,1,2,1,1.954545455
The Economist,6/28/2016,0.0235,769.29,758.55,770.93,758.55,611.51,2.35%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/27/2016,-0.0027,751.61,754.58,759.08,748.82,741.29,-0.27%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/24/2016,-0.0336,753.66,740.74,755.29,740.17,672.21,-3.36%,1,1,1,1,1,1,2,5,2,2,2,1.863636364
The Economist,6/23/2016,0.0094,779.9,775.5,783.51,772.11,598.36,0.94%,4,1,1,1,1,1,2,5,3,3,2,1.954545455
The Economist,6/22/2016,-0.0034,772.67,776.87,780,771.39,445.51,-0.34%,1,1,1,4,3,3,4,1,1,2,1,2.090909091
The Economist,6/21/2016,0.0001,775.31,775.59,780.61,773.18,582.24,0.01%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/20/2016,0.0277,775.23,764.46,775.29,764.01,498,2.77%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/17/2016,0.0102,754.31,753.47,757.91,749.14,561.02,1.02%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/16/2016,-0.0205,746.72,758.7,760.89,746.72,442.92,-2.05%,5,1,1,1,1,1,5,5,1,1,1,2.045454545
The Economist,6/15/2016,0.0063,762.37,763.04,765.92,760.62,537.49,0.63%,1,1,1,4,3,3,4,1,1,2,1,2.045454545
The Economist,6/14/2016,-0.0101,757.6,764.08,766.16,753.57,634.85,-1.01%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/13/2016,-0.0046,765.34,764.68,765.56,753.86,551.41,-0.46%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/10/2016,-0.0106,768.87,777.03,778.39,767.23,488.95,-1.06%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/9/2016,-0.0142,777.12,788.45,789.54,776.56,569.25,-1.42%,1,2,2,1,1,1,2,5,1,1,1,1.818181818
The Economist,6/8/2016,0.0086,788.33,783.64,790.63,777.22,633.89,0.86%,1,1,1,4,3,3,4,1,1,2,1,1.818181818
The Economist,6/7/2016,-0.0055,781.58,789.68,794.2,780.24,644.56,-0.55%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/6/2016,0.0058,785.93,785.21,789.57,783.35,478.16,0.58%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/3/2016,0.0245,781.39,765.49,784.84,764.86,569.67,2.45%,1,2,2,5,1,5,4,5,2,2,2,2.409090909
The Economist,6/2/2016,-0.0099,762.72,772.71,774.45,762.34,450.95,-0.99%,2,4,4,1,1,1,2,5,2,3,4,2.727272727
The Economist,6/1/2016,-0.0099,770.35,779.12,780.43,770.22,586.55,-0.99%,3,2,2,1,1,2,3,5,1,1,1,2.318181818
The Economist,5/31/2016,-0.0093,778.03,789.52,791.06,778.03,612.65,-0.93%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/30/2016,0.0065,785.35,779.48,788.69,779.48,482.43,0.65%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/27/2016,-0.0001,780.29,781.41,785.09,778.02,497.49,-0.01%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/26/2016,-0.0073,780.36,783.14,786.04,776.14,681.82,-0.73%,1,1,1,1,1,1,2,5,1,1,1,1.727272727
The Economist,5/25/2016,-0.0104,786.09,794.73,799.41,785.93,691.22,-1.04%,1,2,2,5,1,1,2,5,1,2,2,1.818181818
The Economist,5/24/2016,0.0348,794.35,765.26,795.05,764.6,967.14,3.48%,1,1,1,4,3,3,4,1,1,2,1,2.090909091
The Economist,5/23/2016,0.0053,767.66,765.34,769.69,762.08,485.79,0.53%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/20/2016,-0.0115,763.58,772.09,774.92,763.02,640.74,-1.15%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/18/2016,-0.0004,772.44,770.26,775.75,764.79,691.39,-0.04%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/17/2016,0.0036,772.77,774.46,777.65,764.5,637.61,0.36%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/16/2016,-0.0104,770,779.6,782.01,767.01,480.37,-1.04%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/13/2016,-0.0063,778.08,779.36,785.97,775.86,602.91,-0.63%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/12/2016,-0.0092,783.04,790.79,795.7,782.46,664.62,-0.92%,1,3,3,1,1,1,5,5,1,1,1,2.045454545
The Economist,5/11/2016,0.0029,790.28,789.07,791.67,780.23,707.76,0.29%,1,1,1,4,3,3,4,1,1,2,1,2.045454545
The Economist,5/10/2016,-0.0033,788.02,791.09,794.66,784.03,673.32,-0.33%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/9/2016,0.0089,790.62,790.32,797.37,788.79,610.08,0.89%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/6/2016,-0.0042,783.68,787.25,788.01,772.09,958.97,-0.42%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/5/2016,-0.0086,786.99,777.13,799.08,775.2,1.05,-0.86%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/4/2016,-0.0208,793.83,810.01,810.4,790.7,936.92,-2.08%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/3/2016,-0.0329,810.7,841.33,842.9,808.85,866.87,-3.29%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/2/2016,-0.0176,838.3,852.42,852.69,838.12,462.87,-1.76%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/29/2016,-0.0018,853.28,855.25,856.64,848.38,525.51,-0.18%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/28/2016,0.0012,854.78,854.67,856.76,847.63,663.26,0.12%,5,1,1,1,1,1,2,5,2,1,2,2
The Economist,4/27/2016,-0.0045,853.74,858.77,861.21,852.91,544.84,-0.45%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/26/2016,0.0076,857.56,853.47,859.38,850.43,702.27,0.76%,5,4,4,5,1,1,2,5,1,2,1,2.409090909
The Economist,4/25/2016,-0.0084,851.09,855.73,858.51,849.84,584.49,-0.84%,1,1,1,4,3,3,4,1,1,2,1,2.409090909
The Economist,4/22/2016,0.0018,858.29,858.47,859.29,851.51,596.43,0.18%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/21/2016,0.0014,856.71,859.37,864.5,851.18,664.81,0.14%,1,1,1,1,1,1,1,5,1,3,2,1.818181818
The Economist,4/20/2016,-0.0081,855.5,860.09,869.31,852.72,987.96,-0.81%,1,1,1,4,3,3,4,1,1,2,1,1.818181818
The Economist,4/19/2016,-0.0011,862.51,866.07,866.93,858.07,726.86,-0.11%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/18/2016,0.009,863.44,851.8,863.87,849.98,765.88,0.90%,1,1,1,1,1,5,2,5,1,1,1,1.909090909
The Economist,4/15/2016,-0.0025,855.73,859.71,861.88,848.08,729.99,-0.25%,1,1,1,4,3,3,4,1,1,2,1,1.909090909
The Economist,4/14/2016,0.001,857.85,857.5,862.54,853.4,956.17,0.10%,5,2,2,1,1,1,5,5,1,1,1,2.136363636
The Economist,4/13/2016,0.0236,856.97,841.52,858.09,840.09,924.08,2.36%,1,1,1,4,3,3,4,1,1,2,1,2.136363636
The Economist,4/12/2016,-0.0032,837.2,838.59,844.3,832.64,914.01,-0.32%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/11/2016,0.018,839.88,826.31,841.01,823.01,873.48,1.80%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/8/2016,0.0165,825.02,814.51,825.76,808.84,722.85,1.65%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/7/2016,-0.0042,811.65,820.08,822.53,810.81,621.52,-0.42%,5,1,1,1,1,1,2,5,2,2,1,2
The Economist,4/6/2016,-0.0175,815.11,829.06,830.26,815.11,737.28,-1.75%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/5/2016,-0.0108,829.64,836.21,837.01,824.65,721.2,-1.08%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/4/2016,0.0184,838.73,827.63,838.73,826,758.56,1.84%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/1/2016,-0.0109,823.59,829.87,830.55,819.32,658.9,-1.09%,1,1,1,3,1,1,2,5,2,2,2,1.954545455
The Economist,3/31/2016,0.0042,832.68,829.17,834.47,824.87,728.04,0.42%,1,2,2,1,1,1,5,5,1,1,2,1.954545455
The Economist,3/30/2016,0.0145,829.18,823.75,830.41,822.99,711.13,1.45%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/29/2016,0.0048,817.34,817.17,822.73,815.23,617.2,0.48%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/28/2016,-0.0001,813.45,814.94,817.31,808.73,363.06,-0.01%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/25/2016,0,813.56,814.23,817.53,812.9,319.06,0.00%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/24/2016,0.0121,813.58,802.97,813.9,801.21,771.85,1.21%,4,3,3,1,1,1,4,5,1,1,1,2.136363636
The Economist,3/23/2016,-0.0169,803.84,815.49,817.35,801.72,884.96,-1.69%,1,2,2,1,1,1,5,5,1,1,1,2.090909091
The Economist,3/22/2016,-0.0196,817.66,828.53,828.53,809.83,1.09,-1.96%,1,1,1,4,3,3,4,1,1,2,1,1.954545455
The Economist,3/21/2016,0.0055,834.03,827.76,835.24,824.37,839.8,0.55%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/18/2016,0.0192,829.43,814.83,829.43,812.21,810.05,1.92%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/17/2016,0.0253,813.77,804.77,813.89,803.96,885.84,2.53%,1,3,3,1,1,1,2,5,4,5,4,2.363636364
The Economist,3/16/2016,0.0043,793.69,791.69,795.74,784.2,689.65,0.43%,5,2,2,1,1,5,3,5,1,2,1,2.636363636
The Economist,3/15/2016,-0.0135,790.31,800.87,800.91,787.75,810.24,-1.35%,1,1,1,4,3,3,4,1,1,2,1,2.272727273
The Economist,3/14/2016,0.0092,801.11,792.03,801.15,791.8,716.49,0.92%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/11/2016,0.0045,793.8,795.66,796.13,787.43,710.09,0.45%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/10/2016,0.0036,790.25,788.56,796.74,785.05,948.05,0.36%,1,2,2,1,1,1,2,5,1,1,1,1.818181818
The Economist,3/9/2016,0.0136,787.38,776.29,787.38,773.98,757.31,1.36%,1,1,1,4,3,3,4,1,1,2,1,1.818181818
The Economist,3/8/2016,0.0026,776.83,772.84,781.44,771.58,840.03,0.26%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/7/2016,0.0038,774.84,773.5,779.9,771.5,745.61,0.38%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/4/2016,0.0047,771.91,769.44,771.91,761.64,747.73,0.47%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/3/2016,0.0005,768.28,770.63,775.27,764.66,747.23,0.05%,1,2,2,1,1,2,5,5,1,3,1,2.090909091
The Economist,3/2/2016,0.011,767.88,766.36,770.97,764.15,723.46,1.10%,1,1,1,4,3,3,4,1,1,2,1,2.090909091
The Economist,3/1/2016,0.0019,759.55,759.49,761.85,756.42,634.7,0.19%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/29/2016,0.0118,758.14,747.1,759.55,744.24,695.37,1.18%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/26/2016,-0.0036,749.29,755.71,760.17,748.36,707.77,-0.36%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/25/2016,0.0153,752.02,745.52,755.04,743.51,731.51,1.53%,1,1,1,1,1,1,2,5,2,3,1,1.863636364
The Economist,2/24/2016,-0.019,740.67,756.39,757.05,739.16,805.79,-1.90%,1,1,1,4,3,3,4,1,1,2,1,1.863636364
The Economist,2/23/2016,0.0081,755,748.55,759.24,746.74,912.71,0.81%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/22/2016,0.0257,748.94,736.57,748.94,735.66,751.61,2.57%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/19/2016,-0.0059,730.15,734.01,734.56,726.71,613.3,-0.59%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/18/2016,0.0088,734.46,727.09,734.46,723.22,730.06,0.88%,1,1,1,1,1,2,1,5,1,1,1,1.727272727
The Economist,2/17/2016,0.0262,728.05,709.23,728.56,706.54,792.82,2.62%,1,1,1,4,3,3,4,1,1,2,1,1.727272727
The Economist,2/16/2016,-0.0008,709.49,715.86,718.16,708.07,621.11,-0.08%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/15/2016,0.001,710.08,712.75,715.66,694.36,781.33,0.10%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/12/2016,-0.0001,709.37,713.32,715.42,708.96,642.83,-0.01%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/11/2016,-0.0094,709.42,711.16,712.82,698.9,829.5,-0.94%,5,3,3,1,1,2,5,5,3,2,2,2.454545455
The Economist,2/10/2016,0.0028,716.14,716.72,722.5,708.56,703,0.28%,1,1,1,4,3,3,4,1,1,2,1,2.454545455
The Economist,2/9/2016,-0.0082,714.15,715.2,717.98,703.73,891.22,-0.82%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/8/2016,-0.0296,720.05,744.57,746.56,720.05,900.83,-2.96%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/5/2016,-0.004,742.04,744.86,747.67,740.33,657.13,-0.40%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/4/2016,0.0169,745.05,741.5,747.4,739.63,812.59,1.69%,3,1,1,1,1,2,2,5,1,1,1,1.863636364
The Economist,2/3/2016,0.0105,732.67,721.75,736.3,720.15,780.71,1.05%,1,1,1,4,3,3,4,1,1,2,1,1.863636364
The Economist,2/2/2016,-0.0128,725.06,736.52,739.11,725.06,715.95,-1.28%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,2/1/2016,-0.0004,734.48,734.96,735.15,727.94,674.55,-0.04%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,1/29/2016,0.0146,734.81,731.23,735.07,730.8,706.54,1.46%,2,2,2,1,1,1,5,5,1,2,1,2.045454545
The Economist,1/28/2016,0.0052,724.27,724.32,729.61,723.21,783.78,0.52%,5,1,1,1,1,1,2,5,2,3,2,2.136363636
The Economist,1/27/2016,0.0034,720.53,718.2,726.84,717.75,791.9,0.34%,1,1,1,5,1,5,3,5,1,1,1,2.227272727
The Economist,1/26/2016,0.018,718.09,701.45,718.39,699.25,705.56,1.80%,1,1,1,4,3,3,4,1,1,2,1,2.136363636
The Economist,1/25/2016,0.0042,705.39,707.62,710.88,701.23,538.63,0.42%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,1/22/2016,0.0244,702.44,694.87,703.92,692.55,753.73,2.44%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,1/21/2016,-0.0149,685.68,696.58,697.77,682.3,801.55,-1.49%,4,4,4,1,1,1,5,5,1,1,1,2.272727273
The Economist,1/20/2016,-0.0207,696.04,706.05,707.86,695.95,714.28,-2.07%,5,2,2,3,1,5,2,5,2,2,2,2.681818182
The Economist,1/19/2016,0.0005,710.73,716.66,718.27,707.86,682.05,0.05%,1,1,1,4,3,3,4,1,1,2,1,2.409090909
The Economist,1/18/2016,-0.0003,710.4,714.64,715.21,708.45,612.51,-0.03%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,1/15/2016,-0.0122,710.62,719.84,722.75,706.28,736.98,-1.22%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,1/14/2016,-0.0078,719.41,722.06,726.51,713.09,808.61,-0.78%,5,2,2,1,1,1,2,5,1,1,1,2
The Economist,1/13/2016,0.0107,725.09,721.06,730.11,720.3,797.33,1.07%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,1/12/2016,0.0097,717.4,710.33,721,705.16,863.73,0.97%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,1/11/2016,0.0062,710.49,703.97,716.22,701.12,683.81,0.62%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,1/8/2016,-0.0124,706.13,714.96,721.32,704.08,728.24,-1.24%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,1/7/2016,0.0042,714.96,711.98,716.4,696.88,891.37,0.42%,5,2,2,1,1,5,5,5,1,1,1,2.318181818
The Economist,1/6/2016,0.0072,711.98,706.88,712.67,697.13,796.18,0.72%,1,1,1,4,3,3,4,1,1,2,1,2.318181818
The Economist,1/5/2016,0.0024,706.88,705.18,712.53,693.96,678.65,0.24%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,1/4/2016,-0.0169,705.18,717.27,717.27,698.8,487.22,-1.69%,1,1,1,4,1,1,2,5,1,1,2,1.909090909
The Economist,12/31/2015,-0.0201,717.27,732.01,733.72,714.34,441.32,-2.01%,1,1,1,4,3,3,4,1,1,2,1,1.909090909
The Economist,12/30/2015,-0.0096,732.01,739.13,740.05,730.65,420.06,-0.96%,2,1,1,1,1,5,5,5,1,1,1,2.090909091
